,id,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
3542,5417,0,0,0,0,0,0
3544,5420,0,2,1,2,1,1
3545,5423,0,1,0,2,1,0
3547,5426,0,0,0,21,1,0
3548,5427,1,0,1,2,1,0
3549,5428,0,0,0,5,1,1
3550,5429,0,0,1,19,0,1
3552,5431,,0,0,3,0,1
3553,5432,0,1,0,9,0,1
3554,5433,1,2,1,1,1,1
3555,5434,0,1,1,2,0,1
3557,5436,1,1,0,1,0,0
3558,5438,0,2,1,,1,1
3560,5440,1,0,1,3,1,1
3561,5441,0,1,1,0,0,0
3562,5442,0,0,1,28,0,1
3563,5443,0,0,1,2,1,0
3564,5444,,0,0,1,1,1
3568,5448,0,0,0,0,1,0
3569,5449,0,0,0,1,1,0
3570,5451,1,0,0,2,1,0
3571,5453,1,2,1,4,1,1
3572,5454,1,0,0,0,1,1
3573,5455,1,0,0,4,1,0
3574,5456,0,0,1,20,1,1
3576,5459,0,1,1,0,0,0
3577,5460,0,0,1,9,1,1
3579,5463,0,2,1,1,1,1
3581,5472,1,0,0,0,1,1
3582,5473,0,2,1,0,1,0
3584,5475,0,0,1,0,0,0
3586,5477,0,0,0,,1,0
3587,5479,,2,1,3,1,0
3589,5483,0,0,0,5,1,0
3590,5484,0,1,0,1,1,0
3591,5485,0,2,1,0,1,1
3592,5487,,0,1,0,1,0
3593,5489,0,2,1,7,1,1
3594,5491,0,2,0,0,1,0
3595,5492,0,0,0,2,1,0
3597,5495,0,1,1,13,1,0
3598,5496,1,2,1,2,1,0
3600,5500,0,1,0,7,1,0
3602,5502,,2,1,1,1,1
3603,5505,0,1,1,0,1,0
3604,5506,0,2,0,3,1,1
3607,5511,1,0,0,0,0,0
3610,5515,0,1,1,1,0,0
3612,5518,0,0,0,1,0,0
3613,5519,0,0,1,0,0,0
3614,5520,0,1,0,1,1,0
3616,5524,0,0,1,7,1,0
3617,5525,0,0,0,5,1,1
3618,5528,1,0,0,0,1,0
3620,5531,0,2,0,2,1,1
3623,5535,0,2,0,1,1,1
3625,5537,1,2,1,2,0,1
3627,5542,1,0,1,0,0,0
3628,5543,0,1,0,3,0,1
3629,5544,1,2,1,2,1,0
3630,5545,0,0,0,4,1,1
3631,5546,0,1,0,,0,0
3633,5550,0,2,1,14,1,1
3635,5552,0,1,1,22,1,1
3636,5553,0,2,0,,1,0
3638,5556,0,1,1,19,1,1
3640,5558,0,0,0,1,0,0
3642,5561,0,0,1,0,1,0
3643,5563,0,0,0,0,1,1
3644,5564,0,0,1,5,1,1
3646,5568,0,1,1,11,1,0
3649,5573,1,0,0,1,1,0
3651,5575,1,0,1,9,1,1
3653,5578,0,2,1,3,1,1
3654,5579,0,0,1,5,1,0
3657,5585,0,0,1,4,1,0
3658,5586,0,0,1,4,1,1
3659,5590,1,0,0,1,0,0
3661,5592,0,0,0,9,1,1
3662,5593,0,0,0,4,0,1
3663,5594,0,2,0,3,0,1
3664,5596,0,0,0,,1,0
3666,5599,1,0,0,0,0,0
3667,5600,0,0,1,0,0,1
3668,5601,0,1,0,1,1,0
3669,5603,1,0,0,1,0,1
3670,5604,0,0,1,8,1,0
3671,5605,0,0,1,0,1,0
3672,5607,0,0,0,2,1,0
3673,5609,0,1,1,22,1,1
3675,5612,0,1,1,9,1,0
3676,5613,0,1,0,0,0,1
3677,5614,,0,1,2,1,1
3678,5617,0,1,0,1,0,0
3679,5618,0,1,0,1,0,0
3680,5620,0,0,1,11,1,1
3681,5621,0,1,0,,1,0
3682,5623,0,0,0,0,0,1
3684,5628,0,0,0,,1,0
3686,5632,1,0,0,5,0,1
3687,5633,0,0,1,0,0,0
3688,5634,,0,0,0,1,0
3689,5635,1,1,0,3,0,0
3692,5639,0,0,0,4,1,1
3694,5646,0,2,1,6,1,1
3696,5649,1,0,0,2,1,0
3698,5651,0,0,0,12,1,0
3701,5655,1,0,0,0,0,0
3703,5658,0,2,1,0,1,1
3704,5659,1,0,0,1,0,0
3705,5660,0,0,0,,1,0
3706,5664,1,0,1,2,1,0
3707,5665,1,1,0,,1,0
3708,5666,0,0,0,,1,0
3712,5670,0,2,0,4,1,1
3713,5671,0,0,0,3,1,1
3716,5675,0,1,0,5,0,1
3717,5676,1,2,0,0,0,0
3718,5677,0,1,0,,1,1
3719,5678,0,0,1,16,1,1
3721,5681,0,0,1,,1,1
3722,5684,0,2,1,0,1,0
3724,5686,1,1,0,0,0,0
3725,5687,0,0,0,1,1,1
3726,5689,0,2,0,1,1,0
3727,5691,0,0,0,1,0,0
3728,5692,0,0,0,,0,1
3729,5693,0,0,1,14,1,1
3730,5695,1,1,0,0,0,0
3731,5696,0,0,0,4,0,1
3732,5697,1,2,1,0,0,0
3735,5700,,0,0,4,1,1
3738,5707,0,1,1,7,1,0
3739,5711,0,1,0,2,1,1
3741,5716,0,0,1,5,1,0
3742,5717,0,0,1,1,0,1
3744,5722,0,1,1,9,1,0
3745,5723,0,2,1,2,0,1
3746,5724,0,1,0,1,0,0
3747,5725,0,2,1,2,1,1
3748,5726,1,1,0,1,0,1
3750,5728,1,0,1,1,1,0
3751,5729,0,2,0,4,0,1
3753,5731,0,0,0,13,1,1
3754,5732,1,0,0,0,0,1
3755,5733,0,2,1,0,1,0
3756,5735,0,0,1,0,1,1
3757,5736,1,1,0,0,0,0
3758,5738,0,1,1,3,1,0
3759,5739,1,0,1,2,1,1
3761,5741,0,0,0,0,0,0
3763,5743,0,1,0,0,0,0
3764,5745,0,0,1,2,1,0
3765,5748,,2,1,2,1,1
3768,5753,0,0,0,0,0,0
3770,5755,0,1,0,2,1,0
3771,5756,0,0,1,4,1,0
3774,5760,0,0,0,0,0,0
3775,5761,,0,0,0,1,0
3776,5762,1,0,0,0,0,1
3778,5765,,1,1,19,1,0
3779,5768,0,1,1,7,0,0
3781,5772,0,0,0,5,1,1
3782,5773,0,0,1,1,1,0
3783,5774,0,1,0,1,1,0
3784,5776,0,0,0,1,1,0
3786,5779,1,0,1,4,0,1
3788,5784,0,0,0,3,1,1
3789,5785,0,0,1,0,1,0
3790,5787,0,1,0,0,0,0
3793,5792,,0,0,1,0,1
3795,5795,1,0,0,0,0,0
3798,5800,,0,1,,0,0
3799,5801,0,1,0,6,1,1
3800,5804,,2,1,8,1,1
3801,5806,,0,0,0,1,1
3802,5808,0,0,1,8,1,1
3803,5809,0,1,1,20,0,0
3804,5810,0,0,1,10,0,1
3805,5811,0,2,1,1,1,1
3807,5813,0,0,1,,1,1
3808,5814,0,0,0,0,0,1
3809,5816,0,0,1,2,1,1
3810,5817,0,0,0,0,0,1
3811,5818,0,2,1,0,1,0
3812,5820,0,2,0,2,1,1
3813,5821,0,0,0,3,0,0
3814,5824,,0,1,0,0,0
3815,5825,0,2,1,11,1,1
3816,5826,0,1,0,0,1,0
3817,5827,0,2,1,2,0,1
3818,5828,0,0,1,7,1,1
3819,5830,0,0,0,2,1,0
3820,5831,0,2,1,,1,0
3821,5832,0,1,0,1,1,0
3822,5833,0,1,0,3,1,0
3823,5835,0,1,0,2,0,1
3824,5836,,2,1,1,0,1
3825,5837,1,0,0,,0,0
3826,5838,0,0,0,0,0,1
3827,5841,0,0,0,1,0,0
3828,5842,0,0,1,16,1,1
3831,5849,0,0,1,0,0,0
3832,5850,1,0,0,2,0,1
3833,5851,0,0,0,16,1,1
3835,5853,0,0,1,0,1,1
3837,5856,0,0,1,19,1,1
3839,5858,0,0,0,0,0,0
3840,5861,1,0,0,,1,1
3841,5863,0,1,1,13,1,1
3843,5865,0,0,1,4,1,1
3845,5869,0,0,0,2,1,0
3846,5871,0,1,0,2,1,0
3847,5873,0,0,1,14,1,1
3848,5875,0,2,1,0,0,1
3849,5877,0,0,1,8,1,0
3851,5880,0,0,1,0,1,0
3854,5883,1,0,0,2,1,1
3855,5885,0,1,0,2,1,1
3856,5886,0,1,0,0,0,0
3857,5887,0,2,1,2,1,1
3858,5889,1,1,1,2,1,1
3859,5890,0,0,1,0,0,1
3860,5891,0,0,0,0,1,0
3861,5892,1,2,1,0,1,1
3862,5895,0,2,0,1,1,0
3863,5896,0,0,0,8,1,0
3864,5898,0,2,0,0,0,0
3866,5900,0,0,0,4,1,0
3869,5904,0,0,1,4,1,1
3870,5905,0,1,0,9,1,1
3871,5906,1,0,1,3,0,0
3872,5907,0,0,1,13,1,0
3873,5908,0,0,0,1,0,1
3875,5914,0,0,1,2,1,0
3876,5915,0,2,0,0,1,1
3877,5916,0,0,1,22,0,1
3879,5918,0,0,1,2,0,1
3880,5921,0,1,0,4,0,1
3881,5923,0,0,0,2,1,0
3882,5924,0,0,1,7,0,1
3883,5926,0,1,1,0,0,0
3884,5928,0,1,0,0,1,0
3885,5929,0,0,0,2,1,1
3886,5930,1,0,0,0,1,1
3887,5931,1,0,0,1,1,0
3888,5932,0,0,0,4,1,1
3889,5933,0,1,1,1,1,1
3891,5935,0,2,1,3,1,1
3892,5937,0,0,1,0,0,1
3893,5938,,0,1,,0,1
3894,5939,0,1,0,2,1,0
3895,5942,0,0,0,1,1,1
3898,5947,0,0,0,2,0,0
3899,5948,,1,0,1,0,0
3901,5952,0,0,1,6,1,0
3904,5955,0,0,0,4,0,0
3907,5960,0,1,0,0,0,0
3908,5963,0,2,0,1,1,1
3910,5965,1,2,0,7,0,1
3911,5967,1,0,1,13,1,1
3912,5968,0,1,0,9,1,1
3913,5969,0,0,0,0,0,1
3914,5970,,0,0,2,1,0
3915,5971,0,1,0,3,1,0
3916,5973,0,1,0,6,0,1
3917,5974,0,2,1,1,1,0
3918,5975,0,1,0,2,1,0
3919,5976,0,0,0,1,1,1
3922,5981,1,0,0,1,0,1
3923,5982,0,0,1,0,1,1
3925,5985,0,1,0,0,0,0
3926,5987,0,0,0,5,1,1
3927,5988,1,2,0,,0,0
3928,5989,,0,0,0,0,0
3931,5993,0,1,0,1,0,0
3932,5994,1,2,1,0,1,1
3933,5995,,0,0,6,1,0
3935,5997,0,2,0,1,1,0
3938,6002,1,0,1,0,0,0
3940,6005,0,0,0,8,1,0
3942,6009,0,0,1,6,0,0
3943,6010,0,1,0,0,0,0
3944,6011,0,2,0,1,1,0
3945,6013,0,0,0,2,1,0
3946,6014,0,0,0,8,1,1
3947,6019,,0,0,6,1,1
3948,6021,0,0,0,3,0,1
3949,6022,0,1,0,5,1,1
3951,6024,0,0,1,,1,0
3954,6030,0,1,1,,1,0
3955,6032,0,2,1,0,0,0
3956,6034,0,2,0,2,1,1
3959,6040,0,0,1,0,0,1
3960,6041,0,1,0,2,1,0
3961,6042,,0,0,4,0,1
3962,6043,0,1,0,,1,0
3964,6045,0,0,0,2,0,0
3966,6047,0,1,0,2,1,0
3967,6048,0,0,1,,1,0
3968,6051,0,2,1,1,0,0
3969,6055,,2,1,0,1,1
3970,6056,0,0,0,17,1,1
3972,6062,0,1,0,6,1,0
3973,6064,1,0,0,0,0,0
3975,6066,0,1,0,12,0,0
3977,6070,0,0,1,0,0,1
3978,6071,0,1,1,11,1,0
3979,6073,0,0,0,0,1,0
3982,6077,0,2,0,0,1,0
3983,6078,1,0,0,0,1,0
3984,6079,,0,1,3,1,0
3986,6081,1,0,0,3,0,0
3987,6082,0,1,1,26,1,1
3988,6083,1,0,1,1,1,1
3991,6087,1,1,0,6,1,0
3992,6089,0,0,1,4,1,1
3993,6094,0,0,0,7,1,1
3996,6097,0,0,0,2,1,1
3997,6098,0,0,1,7,1,1
3999,6100,0,0,0,0,1,1
4000,6101,0,0,0,0,0,0
4001,6103,,2,1,1,1,1
4002,6105,,0,1,4,1,0
4003,6106,0,0,1,7,1,0
4004,6107,1,2,0,0,1,0
4005,6108,0,0,1,0,1,1
4006,6109,0,2,0,0,1,0
4007,6110,1,2,0,0,1,0
4010,6113,0,1,1,1,0,1
4011,6114,1,0,0,3,1,0
4012,6116,0,0,1,3,1,1
4013,6117,0,0,1,11,1,1
4014,6118,,1,0,7,1,0
4015,6119,1,0,1,5,0,0
4016,6123,1,2,0,2,1,0
4017,6125,0,0,1,7,1,0
4019,6129,0,0,1,1,1,0
4021,6133,0,1,0,0,1,0
4022,6134,0,0,1,,1,0
4024,6137,0,1,0,0,1,0
4026,6140,0,0,1,,1,0
4028,6145,0,0,1,6,0,0
4029,6146,0,0,1,0,0,0
4030,6147,0,2,1,0,1,1
4031,6148,1,0,1,0,0,0
4032,6149,0,2,1,0,1,1
4033,6150,0,0,0,0,1,0
4034,6152,0,0,1,0,0,0
4036,6154,0,0,1,1,0,0
4037,6156,0,0,0,4,0,0
4038,6159,0,0,1,15,1,0
4039,6160,0,0,1,6,1,1
4040,6161,0,0,1,6,1,0
4041,6162,1,0,0,2,1,0
4042,6163,0,0,1,4,0,0
4043,6164,1,0,1,1,1,0
4044,6165,0,0,0,5,0,1
4045,6166,0,2,0,1,0,1
4046,6167,1,1,1,12,0,1
4047,6169,0,2,0,8,1,1
4050,6172,,0,0,,1,1
4054,6178,0,0,0,5,0,0
4055,6179,0,0,0,6,1,1
4057,6182,0,0,1,0,0,0
4058,6183,1,2,0,2,0,0
4060,6189,1,1,0,1,1,0
4061,6191,1,0,1,1,1,0
4062,6192,0,1,0,7,1,0
4064,6195,1,2,0,3,0,1
4065,6196,0,2,1,2,1,1
4066,6198,0,1,0,3,1,0
4067,6199,0,0,0,8,0,1
4069,6201,1,1,0,1,1,0
4072,6205,0,1,1,15,1,1
4075,6208,0,0,1,1,1,0
4076,6210,0,2,1,1,1,1
4077,6212,0,1,1,0,0,0
4078,6213,1,0,0,1,1,0
4080,6216,,2,1,0,1,1
4082,6221,0,0,0,2,0,0
4086,6226,1,0,0,0,0,1
4087,6227,1,2,1,2,1,1
4088,6228,0,1,0,0,0,0
4089,6229,0,0,0,5,0,1
4091,6231,0,1,1,1,1,0
4092,6234,,1,1,3,1,0
4095,6239,0,1,1,3,1,0
4097,6241,0,0,0,2,0,0
4098,6242,1,1,0,0,0,0
4100,6245,0,0,0,14,1,0
4101,6247,0,0,1,17,0,1
4102,6248,0,0,0,3,1,0
4103,6249,0,0,0,2,1,1
4105,6251,0,0,1,,1,0
4106,6256,0,0,1,9,0,1
4107,6259,0,1,0,1,0,0
4108,6260,0,0,0,1,1,1
4109,6264,1,0,1,0,1,0
4110,6266,0,0,1,3,0,0
4111,6267,1,1,0,0,0,1
4113,6271,0,0,0,1,1,0
4116,6280,0,0,1,0,0,0
4117,6281,0,0,0,5,1,0
4120,6285,1,0,0,0,1,1
4121,6286,0,2,1,7,1,1
4122,6287,,0,0,0,0,0
4123,6289,1,0,0,5,1,1
4124,6292,0,1,1,3,0,0
4126,6296,0,0,1,1,0,1
4127,6297,1,0,0,6,1,0
4128,6299,1,2,1,0,0,0
4129,6300,0,0,1,1,0,0
4131,6302,0,2,1,0,0,0
4134,6305,1,2,1,2,0,0
4135,6312,0,0,1,9,1,1
4136,6314,,2,0,0,1,1
4137,6315,0,0,1,9,1,1
4138,6317,0,0,0,9,1,1
4139,6319,0,2,1,2,0,1
4140,6320,0,0,1,21,1,1
4141,6321,0,0,1,3,0,0
4142,6322,,0,0,3,1,1
4143,6323,0,1,0,2,0,1
4145,6326,0,2,0,3,0,1
4146,6328,1,1,1,5,1,0
4147,6330,,0,0,2,0,0
4148,6332,0,1,1,0,1,1
4150,6336,0,0,1,5,1,1
4152,6338,0,0,1,2,0,1
4153,6339,0,1,1,11,0,1
4155,6344,0,0,0,5,0,0
4157,6347,0,2,1,2,1,1
4158,6349,,0,1,0,1,0
4160,6354,1,1,0,8,1,1
4162,6359,0,1,1,,1,1
4163,6360,0,0,0,0,1,0
4164,6361,0,2,1,1,1,0
4166,6365,0,1,1,,1,1
4168,6368,0,0,1,10,1,1
4169,6369,0,0,0,2,1,0
4170,6371,0,0,1,12,1,1
4173,6375,0,0,1,1,0,1
4175,6377,0,0,0,2,1,1
4176,6378,0,0,1,16,1,1
4177,6379,0,2,0,1,1,0
4178,6380,0,0,1,3,1,0
4180,6382,0,0,1,2,1,0
4181,6383,0,1,0,0,0,1
4185,6389,1,0,0,6,1,1
4187,6391,0,2,1,2,0,1
4188,6392,0,1,1,12,1,1
4189,6393,0,2,1,1,0,1
4191,6395,0,1,0,,0,0
4192,6396,0,1,0,6,1,0
4193,6398,1,0,0,0,0,0
4194,6399,0,0,0,5,1,0
4195,6400,0,0,1,0,1,1
4196,6401,0,1,0,1,1,0
4197,6402,1,0,1,2,0,0
4198,6405,0,1,0,4,1,0
4200,6409,0,0,1,0,1,1
4202,6413,0,1,1,9,1,0
4204,6415,0,1,1,0,0,0
4205,6420,0,2,1,9,0,1
4208,6425,1,0,1,2,1,0
4210,6427,0,0,1,4,0,0
4211,6428,1,0,0,22,0,1
4212,6430,,1,1,0,0,0
4214,6432,1,0,0,3,1,0
4215,6433,1,0,0,1,1,1
4219,6441,0,0,1,4,1,0
4220,6442,0,2,1,1,0,1
4221,6443,0,0,0,5,1,0
4222,6446,0,0,0,0,0,1
4223,6447,0,2,1,0,1,0
4224,6448,0,0,0,4,0,1
4225,6449,0,1,1,11,0,1
4226,6450,0,0,1,1,1,0
4230,6459,0,1,1,15,0,1
4231,6462,,2,1,3,1,1
4232,6463,0,0,1,15,1,0
4233,6466,0,1,0,0,0,0
4234,6467,0,0,1,12,1,0
4235,6468,1,1,1,1,1,0
4238,6471,0,1,0,28,1,1
4239,6473,0,0,1,7,1,1
4240,6475,0,0,1,1,0,0
4241,6477,0,1,0,4,1,1
4243,6480,0,0,1,,1,1
4246,6483,0,1,0,13,1,0
4247,6484,1,1,0,0,1,0
4248,6485,0,1,1,0,1,0
4250,6488,1,1,0,0,0,0
4251,6489,0,0,1,1,1,1
4253,6491,1,0,0,0,0,1
4254,6492,0,0,0,1,0,0
4256,6496,0,2,0,0,1,0
4257,6497,,0,1,7,0,1
4258,6498,,0,0,3,1,0
4259,6500,1,2,0,0,1,0
4260,6501,1,1,1,0,1,0
4261,6502,0,0,1,8,0,1
4263,6504,0,0,1,8,1,1
4264,6505,0,0,0,5,1,0
4266,6508,1,0,1,,1,0
4267,6511,0,0,1,1,0,1
4268,6512,0,0,0,1,1,0
4269,6513,0,1,1,13,1,1
4270,6514,0,0,0,2,1,0
4271,6518,,0,1,,0,0
4272,6520,1,0,1,1,1,0
4273,6521,1,0,0,11,1,1
4274,6522,0,2,1,3,1,1
4275,6524,0,0,0,,1,0
4276,6525,0,1,0,1,1,1
4278,6527,1,2,1,0,0,0
4283,6534,,0,1,5,1,0
4284,6535,0,2,0,1,1,1
4285,6536,0,1,0,3,0,0
4286,6537,0,0,0,4,1,1
4287,6538,0,0,0,0,0,0
4289,6541,0,2,0,5,0,1
4294,6550,0,1,1,12,1,1
4295,6551,,0,0,1,0,0
4296,6552,1,1,0,8,0,1
4297,6553,0,2,1,2,0,0
4298,6554,1,0,1,0,1,0
4300,6558,0,1,0,1,1,1
4301,6560,1,1,1,6,1,0
4302,6563,0,0,0,4,0,1
4303,6564,0,0,0,0,1,0
4304,6566,0,0,1,,1,1
4305,6570,0,1,0,2,1,0
4306,6571,0,1,1,12,1,1
4307,6572,0,0,0,1,1,0
4309,6574,,0,1,2,1,1
4311,6577,0,0,0,1,1,0
4312,6578,0,1,0,3,1,0
4313,6580,,1,0,0,0,0
4314,6583,0,0,1,0,1,0
4315,6584,0,0,0,1,1,0
4316,6585,0,0,1,3,1,1
4317,6586,1,1,0,6,1,1
4319,6588,0,2,1,,1,0
4321,6591,1,1,1,0,1,0
4322,6592,1,1,0,0,0,0
4324,6594,0,2,1,0,0,0
4325,6595,0,0,1,0,1,0
4326,6596,0,1,1,0,1,1
4327,6597,0,0,1,10,1,1
4329,6601,0,1,1,1,1,0
4330,6602,0,0,0,1,1,1
4333,6605,1,2,1,0,1,0
4334,6606,0,0,1,0,1,0
4335,6608,0,0,0,5,1,1
4337,6613,,0,1,2,1,0
4338,6614,0,2,0,1,0,0
4340,6616,0,0,0,1,0,1
4343,6626,0,0,1,0,1,0
4345,6629,1,0,0,,0,1
4347,6633,0,0,0,3,1,0
4348,6634,0,0,1,21,0,1
4349,6636,0,2,0,0,0,0
4350,6637,1,0,0,,0,0
4352,6639,0,1,1,3,1,0
4353,6641,0,2,1,2,1,1
4354,6642,,0,0,2,1,0
4356,6646,0,0,1,0,0,1
4357,6649,0,0,0,3,0,1
4358,6650,0,2,1,0,0,1
4360,6652,0,0,1,4,1,1
4361,6653,1,0,0,4,1,0
4363,6655,1,0,1,1,1,0
4364,6657,1,0,1,15,1,1
4365,6658,0,0,1,0,1,1
4367,6660,,0,0,2,1,1
4368,6661,0,2,0,0,1,0
4369,6662,0,0,1,0,1,0
4371,6665,1,2,1,3,1,0
4372,6667,1,2,1,1,1,0
4374,6669,0,0,1,35,1,0
4375,6670,0,0,0,2,0,1
4376,6671,1,2,0,0,1,1
4379,6681,0,0,1,3,0,1
4381,6685,0,0,1,0,0,0
4382,6686,0,0,0,1,1,1
4383,6687,0,0,0,10,1,1
4384,6688,0,0,0,0,1,0
4385,6689,0,1,0,1,0,0
4386,6690,0,0,1,7,1,1
4387,6691,1,0,0,7,1,0
4388,6692,,0,0,0,1,0
4389,6693,0,0,0,0,0,0
4391,6696,0,2,1,0,1,0
4392,6697,0,0,0,0,0,0
4393,6698,0,0,1,,1,1
4394,6699,1,0,0,4,0,0
4395,6701,0,2,1,1,1,0
4396,6702,1,0,1,0,0,0
4397,6703,0,0,1,4,1,0
4398,6704,0,0,0,,1,0
4399,6705,1,0,0,0,0,0
4400,6706,0,0,1,18,1,1
4401,6708,0,0,1,2,1,0
4402,6712,1,0,0,1,0,0
4404,6715,1,0,1,0,0,0
4405,6717,1,0,0,1,1,0
4406,6719,0,0,1,2,1,1
4407,6721,1,0,1,0,0,0
4408,6722,0,0,0,3,0,0
4412,6731,1,0,0,0,0,0
4413,6732,0,2,0,,1,1
4414,6733,0,2,1,0,1,0
4416,6737,0,2,1,2,0,1
4417,6739,0,1,1,0,1,1
4419,6741,,2,1,1,0,0
4420,6744,0,0,1,3,0,1
4421,6747,0,2,1,5,1,1
4423,6749,1,2,0,0,0,0
4424,6751,0,0,0,2,1,1
4427,6756,0,0,0,0,1,1
4428,6758,,0,0,0,0,1
4429,6759,0,0,1,12,1,1
4430,6760,0,0,1,2,1,0
4431,6762,0,2,0,0,0,1
4432,6763,1,0,0,0,0,0
4434,6766,0,0,1,8,1,1
4435,6769,1,0,0,0,1,0
4437,6773,1,0,0,0,0,0
4439,6775,0,0,1,9,1,1
4440,6776,0,1,0,,1,0
4442,6780,1,0,1,1,1,0
4443,6781,0,1,0,1,0,0
4445,6783,,1,1,21,0,1
4448,6788,0,1,1,12,1,0
4449,6791,0,1,1,3,1,0
4450,6793,1,0,0,2,0,0
4451,6794,0,0,0,,1,1
4452,6796,0,2,1,0,1,1
4453,6798,0,2,0,3,1,0
4454,6800,0,2,1,0,1,0
4455,6801,0,0,0,1,1,0
4456,6802,1,0,0,1,0,0
4457,6803,0,1,1,5,1,1
4458,6804,0,0,0,2,1,1
4460,6807,0,0,1,6,1,1
4462,6809,0,0,1,0,1,0
4464,6811,0,2,1,3,1,1
4465,6812,0,2,0,1,1,0
4467,6815,0,2,1,,1,0
4468,6816,1,0,1,0,0,0
4469,6818,1,1,0,0,0,1
4471,6820,0,0,1,1,1,0
4473,6825,0,1,1,22,1,1
4474,6827,0,0,1,0,1,1
4475,6828,,0,0,2,1,0
4476,6829,0,1,1,0,0,0
4477,6830,,2,0,3,1,1
4478,6831,1,0,0,9,0,1
4480,6836,0,2,0,0,1,1
4481,6837,,1,0,3,0,1
4482,6838,1,0,0,2,1,1
4483,6840,0,0,1,8,1,1
4484,6846,0,2,1,0,0,1
4485,6847,1,0,1,4,1,0
4486,6850,0,0,0,0,1,1
4487,6851,0,0,0,7,1,1
4489,6855,0,0,0,1,1,1
4490,6857,1,0,1,0,0,0
4491,6858,0,1,0,3,0,0
4492,6859,,2,0,0,1,1
4494,6862,0,0,1,5,1,0
4495,6863,0,0,1,0,1,0
4497,6866,1,2,1,1,0,0
4498,6870,0,0,0,11,1,0
4499,6872,0,1,1,2,1,0
4500,6875,0,2,0,,1,0
4501,6877,1,0,1,2,1,0
4502,6878,0,1,0,1,1,1
4504,6882,0,0,1,17,1,1
4505,6883,1,1,0,1,0,0
4506,6884,0,0,0,0,1,0
4509,6888,1,0,1,0,0,0
4510,6889,,0,0,3,0,1
4511,6892,0,2,1,1,1,1
4513,6894,0,0,1,,0,0
4515,6898,0,1,1,4,1,0
4516,6899,0,0,0,0,0,0
4517,6900,0,0,1,1,1,1
4518,6901,1,2,1,0,1,0
4519,6904,1,2,1,1,1,0
4524,6912,1,1,1,1,1,0
4525,6915,0,0,1,9,1,1
4526,6916,0,2,1,,1,0
4527,6919,1,0,1,0,1,1
4528,6920,,0,1,10,0,0
4529,6921,0,0,1,1,1,0
4530,6923,0,0,1,0,1,0
4531,6924,0,2,1,2,1,1
4532,6926,,0,0,,1,1
4534,6929,0,0,0,0,1,0
4535,6931,0,0,1,0,0,0
4536,6932,0,2,0,3,1,1
4538,6935,0,2,0,1,1,1
4539,6936,0,2,1,1,1,1
4540,6937,1,0,0,0,1,0
4541,6939,0,1,0,2,1,0
4543,6943,1,2,1,4,1,1
4544,6944,1,0,0,0,0,0
4546,6947,1,0,1,4,1,1
4547,6948,0,0,1,0,1,0
4548,6949,0,0,0,1,0,1
4549,6950,0,1,0,,1,0
4550,6952,0,2,1,0,1,0
4552,6957,0,0,1,3,1,1
4554,6960,1,0,1,0,1,0
4555,6961,0,0,1,,0,1
4556,6963,1,1,0,2,1,0
4558,6967,0,2,0,0,0,0
4561,6975,,2,1,4,1,1
4562,6976,0,0,0,0,0,0
4564,6979,0,0,0,1,0,0
4565,6980,,0,1,13,1,1
4566,6981,0,0,0,0,1,1
4571,6989,0,0,0,0,1,1
4573,6991,0,0,1,2,1,1
4574,6996,1,2,1,0,0,1
4575,6997,0,0,1,2,0,1
4577,6999,0,2,1,0,1,0
4578,7003,0,1,1,20,0,1
4579,7004,0,2,0,2,1,0
4580,7005,0,0,1,2,1,0
4581,7006,1,0,0,2,1,1
4584,7009,0,2,1,1,1,1
4585,7010,0,1,1,4,1,1
4586,7011,0,1,1,8,0,0
4588,7015,0,2,0,0,1,0
4589,7020,0,0,0,0,1,1
4591,7023,0,0,0,2,1,0
4592,7024,0,0,0,2,1,0
4593,7025,1,0,1,0,0,1
4594,7026,0,0,1,7,1,0
4595,7027,0,1,1,0,0,1
4596,7028,0,0,0,5,1,1
4599,7032,,1,0,1,0,0
4601,7034,0,0,0,2,1,1
4603,7037,,0,1,6,1,1
4604,7039,1,0,0,3,1,1
4605,7040,0,2,0,,1,0
4606,7041,0,2,1,0,1,1
4608,7043,0,0,1,0,1,0
4609,7044,0,0,1,1,1,0
4610,7045,0,0,0,7,1,1
4612,7048,0,0,1,0,0,1
4614,7051,0,1,1,1,1,0
4615,7052,,1,0,3,1,0
4616,7053,0,0,1,0,1,0
4617,7054,0,1,0,0,0,0
4618,7055,0,0,0,2,1,0
4619,7058,0,2,1,1,0,0
4621,7061,0,2,0,0,0,1
4622,7063,0,1,1,5,0,1
4623,7064,0,0,1,6,0,1
4624,7067,0,2,0,2,1,1
4625,7068,0,0,0,2,1,0
4626,7070,0,2,1,2,1,0
4627,7073,,0,1,4,0,1
4628,7074,1,2,0,4,0,1
4629,7076,1,0,0,,0,1
4630,7077,,0,1,8,1,1
4632,7079,0,0,0,3,1,0
4633,7080,,1,0,0,0,0
4635,7084,1,2,0,0,1,0
4638,7092,0,0,0,2,1,0
4639,7093,0,2,1,1,1,0
4641,7097,0,0,1,8,1,0
4642,7098,0,2,1,3,1,1
4645,7101,1,2,0,0,1,0
4647,7104,0,1,0,,0,1
4648,7105,0,0,1,,1,1
4650,7108,0,0,1,,0,1
